Object,Owner,Time,XPos,Ypos,ZPos,XRot,YRot,ZRot,Status
ShapeSortingCube ,0,14:02:20.0193840,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square,0,14:02:20.0194130,1.353624,-0.6787419,3.056944,356.5173,340.9612,3.443004,Square
Square (1),0,14:02:20.1295400,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:20.1296240,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square,0,14:02:20.1296520,1.353509,-0.681715,3.062684,356.7787,341.6034,2.078013,Square
Square (1),0,14:02:20.2594530,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:20.2595280,1.400161,-0.7994632,3.057798,0.002389325,350.9561,0.02240348,ShapeSortingCube 
Square,0,14:02:20.2595580,1.353295,-0.6851203,3.063078,357.8211,341.7849,0.7988417,Square
Square (1),0,14:02:20.3737750,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:20.3738520,1.400223,-0.7994759,3.057868,0.04517437,350.9564,359.9674,ShapeSortingCube 
Square,0,14:02:20.3738760,1.35988,-0.6911886,3.066833,358.0007,345.5171,359.8531,Square
Square (1),0,14:02:20.5073410,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:20.5074190,1.400161,-0.7994631,3.057798,0.002378991,350.9561,0.02239466,ShapeSortingCube 
Square,0,14:02:20.5074470,1.359406,-0.6962193,3.072316,358.8395,347.0329,2.104276,Square
Square (1),0,14:02:20.6264210,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:20.6265100,1.400223,-0.7994759,3.057868,0.0451649,350.9564,359.9674,ShapeSortingCube 
Square,0,14:02:20.6265390,1.36261,-0.7006892,3.075196,359.6957,349.4894,2.830908,Square
Square (1),0,14:02:20.7394700,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:20.7395690,1.400161,-0.7994632,3.057798,0.002393063,350.9561,0.02239398,ShapeSortingCube 
Square,0,14:02:20.7396020,1.36454,-0.7038035,3.078441,358.6878,351.4986,3.586084,Square
Square (1),0,14:02:20.8548080,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:20.8548860,1.400223,-0.7994759,3.057868,0.04517653,350.9564,359.9674,ShapeSortingCube 
Square,0,14:02:20.8549220,1.362919,-0.7080106,3.0796,359.4641,351.3388,2.882342,Square
Square (1),0,14:02:20.9696600,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:20.9698150,1.400161,-0.799463,3.057798,0.002352896,350.9561,0.02241664,ShapeSortingCube 
Square,0,14:02:20.9698490,1.363159,-0.7126688,3.080482,0.01089102,352.1809,1.171715,Square
Square (1),0,14:02:21.0921820,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:21.0922610,1.40021,-0.7994791,3.057865,0.04222498,350.9567,359.9759,ShapeSortingCube 
Square,0,14:02:21.0922870,1.362551,-0.713642,3.080794,0.5347181,351.0782,359.677,Square
Square (1),0,14:02:21.2250530,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:21.2251510,1.400104,-0.7994321,3.057815,0.01018835,350.9592,0.0615892,ShapeSortingCube 
Square,0,14:02:21.2251800,1.361015,-0.7128934,3.080934,1.406371,349.9758,2.080701,Square
Square (1),0,14:02:21.3418380,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:21.3419120,1.400115,-0.799443,3.057817,0.01176163,350.9588,0.05489207,ShapeSortingCube 
Square,0,14:02:21.3419410,1.361103,-0.7129223,3.080975,1.298577,349.9261,1.956402,Square
Square (1),0,14:02:21.4524970,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:21.4526150,1.400117,-0.7994323,3.057792,-0.002455062,350.9575,0.05414463,ShapeSortingCube 
Square,0,14:02:21.4526510,1.361838,-0.7155207,3.080843,1.061492,350.7994,1.260791,Square
Square (1),0,14:02:21.5844500,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:21.5845360,1.400132,-0.7994456,3.057796,-0.0001473412,350.9579,0.04314318,ShapeSortingCube 
Square,0,14:02:21.5845680,1.363774,-0.7168899,3.079743,1.098649,351.1941,357.0975,Square
Square (1),0,14:02:21.6920440,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:21.6921250,1.40016,-0.7994576,3.057787,-0.004275578,350.9558,0.02420456,ShapeSortingCube 
Square,0,14:02:21.6921550,1.364788,-0.7114492,3.075819,358.6065,354.1947,355.2683,Square
Square (1),0,14:02:21.8282230,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:21.8283070,1.400195,-0.7994871,3.057832,0.02357727,350.9559,-0.003588075,ShapeSortingCube 
Square,0,14:02:21.8283350,1.365773,-0.7046132,3.072306,359.471,353.3404,356.4589,Square
Square (1),0,14:02:21.9397340,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:21.9398090,1.400151,-0.7994548,3.057789,-0.003483026,350.9562,0.03073751,ShapeSortingCube 
Square,0,14:02:21.9398380,1.367299,-0.7071641,3.071818,0.7438328,356.0106,357.2775,Square
Square (1),0,14:02:22.0590720,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:22.0591650,1.400164,-0.7994857,3.057849,0.031946,350.9582,0.01801554,ShapeSortingCube 
Square,0,14:02:22.0591920,1.365847,-0.7122088,3.074399,4.612788,357.1628,4.035083,Square
Square (1),0,14:02:22.1717990,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:22.1718940,1.400062,-0.7994032,3.057783,359.9893,350.9597,0.09359088,ShapeSortingCube 
Square,0,14:02:22.1719220,1.362058,-0.7217781,3.081072,30.70933,351.0872,0.712759,Square
Square (1),0,14:02:22.3097590,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:22.3098360,1.40012,-0.7994776,3.057864,0.03522957,350.9615,0.03795207,ShapeSortingCube 
Square,0,14:02:22.3098630,1.362069,-0.722128,3.081312,31.39143,350.8044,0.216786,Square
Square (1),0,14:02:22.4267890,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:22.4268660,1.400076,-0.799414,3.057807,0.004966808,350.96,0.08299887,ShapeSortingCube 
Square,0,14:02:22.4268940,1.361964,-0.7225609,3.082307,28.78921,346.5361,358.1526,Square
Square (1),0,14:02:22.5459700,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:22.5460480,1.400152,-0.7994741,3.057838,0.02556213,350.9581,0.02741716,ShapeSortingCube 
Square,0,14:02:22.5460770,1.362169,-0.7244596,3.082584,35.97742,351.33,0.2341782,Square
Square (1),0,14:02:22.6589340,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:22.6590210,1.400141,-0.7995052,3.057937,0.08265596,350.9641,0.02838818,ShapeSortingCube 
Square,0,14:02:22.6590500,1.36186,-0.7241373,3.083081,36.0532,351.401,1.35256,Square
Square (1),0,14:02:22.7750630,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:22.7751350,1.400163,-0.7994762,3.057827,0.02013146,350.957,0.0202956,ShapeSortingCube 
Square,0,14:02:22.7751620,1.362482,-0.7089438,3.087171,17.3292,350.8256,357.7481,Square
Square (1),0,14:02:22.9015520,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:22.9016300,1.400216,-0.7994646,3.057881,0.05685345,350.9561,359.9705,ShapeSortingCube 
Square,0,14:02:22.9016590,1.3638,-0.706606,3.087631,358.524,355.745,359.9094,Square
Square (1),0,14:02:23.0256760,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:23.0257550,1.400161,-0.7994631,3.057798,0.002392891,350.9561,0.0223972,ShapeSortingCube 
Square,0,14:02:23.0257820,1.363423,-0.7072813,3.086668,358.7571,356.1468,359.1607,Square
Square (1),0,14:02:23.1459600,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:23.1460380,1.400223,-0.7994758,3.057868,0.0451704,350.9564,359.9674,ShapeSortingCube 
Square,0,14:02:23.1460690,1.362145,-0.7066715,3.086977,357.7678,354.9973,358.9093,Square
Square (1),0,14:02:23.2628760,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:23.2629630,1.400161,-0.7994631,3.057798,0.002374731,350.9561,0.02240849,ShapeSortingCube 
Square,0,14:02:23.2629910,1.362601,-0.707072,3.086293,358.2416,354.7042,359.528,Square
Square (1),0,14:02:23.3695580,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:23.3696450,1.400223,-0.7994759,3.057868,0.04516853,350.9564,359.9674,ShapeSortingCube 
Square,0,14:02:23.3696750,1.363322,-0.7067294,3.086161,357.4487,354.9491,358.8328,Square
Square (1),0,14:02:23.5060790,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:23.5061560,1.400161,-0.7994631,3.057798,0.002369646,350.9561,0.0224091,ShapeSortingCube 
Square,0,14:02:23.5061880,1.362603,-0.7053952,3.085173,356.7309,354.3553,358.2748,Square
Square (1),0,14:02:23.6182030,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:23.6182780,1.400223,-0.7994759,3.057868,0.04517509,350.9564,359.9674,ShapeSortingCube 
Square,0,14:02:23.6183050,1.363083,-0.7062347,3.082837,357.096,354.3613,359.06,Square
Square (1),0,14:02:23.7500700,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:23.7501320,1.400161,-0.7994631,3.057798,0.002364835,350.9561,0.02241334,ShapeSortingCube 
Square,0,14:02:23.7501580,1.360471,-0.7108165,3.078732,357.782,354.8037,357.6375,Square
Square (1),0,14:02:23.8612490,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:23.8613360,1.400222,-0.7994758,3.057867,0.0448676,350.9564,359.9678,ShapeSortingCube 
Square,0,14:02:23.8613640,1.358589,-0.7124666,3.077208,357.8491,354.8815,354.9692,Square
Square (1),0,14:02:23.9736610,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:23.9737360,1.400166,-0.7994571,3.057775,359.9893,350.9547,0.02030391,ShapeSortingCube 
Square,0,14:02:23.9737630,1.359972,-0.7120544,3.075161,355.8567,354.6559,354.9229,Square
Square (1),0,14:02:24.1065750,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:24.1066550,1.400158,-0.7994453,3.057757,359.978,350.9543,0.02744504,ShapeSortingCube 
Square,0,14:02:24.1066990,1.359898,-0.7114736,3.073914,353.6216,353.3082,354.8322,Square
Square (1),0,14:02:24.2163500,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:24.2164250,1.400227,-0.7994724,3.05783,0.02521436,350.9538,359.9653,ShapeSortingCube 
Square,0,14:02:24.2164530,1.360566,-0.7110951,3.073431,351.7975,353.4706,354.6987,Square
Square (1),0,14:02:24.3494510,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:24.3495180,1.400171,-0.7994632,3.057781,359.9912,350.9555,0.0162239,ShapeSortingCube 
Square,0,14:02:24.3495500,1.362498,-0.7107354,3.070528,358.9489,356.1766,356.5822,Square
Square (1),0,14:02:24.4622840,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:24.4623760,1.400158,-0.7994618,3.057798,0.002450973,350.9562,0.02456946,ShapeSortingCube 
Square,0,14:02:24.4624070,1.362869,-0.7103323,3.069542,358.8012,355.8694,354.8104,Square
Square (1),0,14:02:24.5723070,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:24.5723860,1.400223,-0.799476,3.057868,0.04518521,350.9565,359.9673,ShapeSortingCube 
Square,0,14:02:24.5724130,1.363561,-0.7101341,3.069922,357.7889,354.9959,355.606,Square
Square (1),0,14:02:24.7047010,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:24.7047950,1.400169,-0.7994733,3.057812,0.01098794,350.9568,0.01608021,ShapeSortingCube 
Square,0,14:02:24.7048280,1.364222,-0.7113859,3.071953,1.06732,355.6412,356.7208,Square
Square (1),0,14:02:24.8121670,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:24.8122410,1.400135,-0.7994544,3.057809,0.007579437,350.9583,0.04067225,ShapeSortingCube 
Square,0,14:02:24.8122680,1.362821,-0.7156929,3.076279,14.98742,354.7212,358.7386,Square
Square (1),0,14:02:24.9499950,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:24.9500690,1.400205,-0.799476,3.05781,0.01337448,350.954,359.981,ShapeSortingCube 
Square,0,14:02:24.9500960,1.363123,-0.7234017,3.081499,36.06527,356.427,0.998762,Square
Square (1),0,14:02:25.0657720,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:25.0658560,1.400129,-0.7994439,3.057803,0.003104498,350.9581,0.04457559,ShapeSortingCube 
Square,0,14:02:25.0658840,1.363412,-0.7238849,3.082635,36.22253,352.735,359.4279,Square
Square (1),0,14:02:25.1764570,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:25.1765940,1.400058,-0.7994479,3.057926,0.07365254,350.9655,0.08841927,ShapeSortingCube 
Square,0,14:02:25.1766240,1.361839,-0.7244028,3.083295,35.7495,353.6081,1.26717,Square
Square (1),0,14:02:25.3124810,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:25.3125560,1.400079,-0.7994734,3.057957,0.09346397,350.9658,0.0715813,ShapeSortingCube 
Square,0,14:02:25.3125860,1.361742,-0.7244334,3.083394,35.79172,353.4674,1.293473,Square
Square (1),0,14:02:25.4212370,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:25.4213110,1.4,-0.7994779,3.058041,0.1395649,350.9741,0.119411,ShapeSortingCube 
Square,0,14:02:25.4213400,1.3617,-0.722276,3.085302,35.71106,351.9471,7.608487,Square
Square (1),0,14:02:25.5327150,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:25.5327930,1.40013,-0.7994739,3.057857,0.03682745,350.9603,0.04065744,ShapeSortingCube 
Square,0,14:02:25.5328190,1.355383,-0.708365,3.09017,30.34687,356.474,16.4348,Square
Square (1),0,14:02:25.6652950,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:25.6653760,1.400151,-0.7994525,3.057789,-0.002428634,350.9557,0.03113246,ShapeSortingCube 
Square,0,14:02:25.6654090,1.353625,-0.7033244,3.091052,24.23861,355.1758,17.51832,Square
Square (1),0,14:02:25.7775820,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:25.7776750,1.400195,-0.7994871,3.057832,0.02352454,350.9559,-0.003550933,ShapeSortingCube 
Square,0,14:02:25.7777030,1.353289,-0.703926,3.091101,353.9599,351.5626,357.3098,Square
Square (1),0,14:02:25.9074020,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:25.9074750,1.400151,-0.7994547,3.057789,-0.003479195,350.9562,0.03072629,ShapeSortingCube 
Square,0,14:02:25.9075030,1.354706,-0.7080633,3.089029,355.24,352.4182,356.9514,Square
Square (1),0,14:02:26.0323450,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:26.0325140,1.400195,-0.7994871,3.057832,0.023557,350.9559,-0.003560134,ShapeSortingCube 
Square,0,14:02:26.0325570,1.35479,-0.7098349,3.088093,355.0938,352.072,356.3069,Square
Square (1),0,14:02:26.1309990,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:26.1310780,1.400151,-0.7994547,3.057789,-0.003480648,350.9562,0.03072405,ShapeSortingCube 
Square,0,14:02:26.1311050,1.356305,-0.7095833,3.087041,354.7486,351.8203,357.4223,Square
Square (1),0,14:02:26.2689300,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:26.2690130,1.400195,-0.7994871,3.057832,0.02355496,350.9559,-0.003550767,ShapeSortingCube 
Square,0,14:02:26.2690420,1.359699,-0.7084675,3.084683,354.074,351.9429,357.1897,Square
Square (1),0,14:02:26.3746450,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:26.3747330,1.400151,-0.7994547,3.057789,-0.003477526,350.9562,0.03074736,ShapeSortingCube 
Square,0,14:02:26.3747600,1.36201,-0.7061859,3.082923,353.4534,352.2826,357.2438,Square
Square (1),0,14:02:26.5055960,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:26.5056790,1.400195,-0.7994871,3.057832,0.0235604,350.9559,-0.003555052,ShapeSortingCube 
Square,0,14:02:26.5057080,1.364486,-0.7056954,3.08049,353.6905,352.4228,357.9451,Square
Square (1),0,14:02:26.6114770,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:26.6115500,1.400151,-0.7994547,3.057789,-0.003480625,350.9562,0.03072726,ShapeSortingCube 
Square,0,14:02:26.6115800,1.365467,-0.7061518,3.080074,353.5878,353.0096,357.3698,Square
Square (1),0,14:02:26.7439160,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:26.7439960,1.400195,-0.7994871,3.057832,0.02356257,350.9559,-0.003560149,ShapeSortingCube 
Square,0,14:02:26.7440250,1.365883,-0.7075586,3.079625,353.8802,353.547,357.1693,Square
Square (1),0,14:02:26.8694000,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:26.8694810,1.400151,-0.7994547,3.057789,-0.003486229,350.9562,0.03073219,ShapeSortingCube 
Square,0,14:02:26.8695110,1.366989,-0.7124279,3.076523,355.4513,354.5815,355.7961,Square
Square (1),0,14:02:26.9856010,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:26.9856780,1.400195,-0.7994872,3.057832,0.02353357,350.9559,-0.003788664,ShapeSortingCube 
Square,0,14:02:26.9857070,1.365907,-0.7131858,3.076429,355.2119,354.3645,355.3346,Square
Square (1),0,14:02:27.1049120,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:27.1050010,1.400205,-0.7994623,3.057875,0.05141944,350.9566,359.9774,ShapeSortingCube 
Square,0,14:02:27.1050300,1.365354,-0.7146747,3.076506,355.0807,353.8896,355.361,Square
Square (1),0,14:02:27.2147400,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:27.2148070,1.400224,-0.7994762,3.057854,0.0378486,350.9556,359.9667,ShapeSortingCube 
Square,0,14:02:27.2148330,1.365804,-0.7167335,3.076143,354.482,353.9196,354.2552,Square
Square (1),0,14:02:27.3473300,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:27.3474550,1.400215,-0.7994753,3.057839,0.02923251,350.9551,359.9731,ShapeSortingCube 
Square,0,14:02:27.3474880,1.364848,-0.7210379,3.075651,355.0196,350.9099,355.6315,Square
Square (1),0,14:02:27.4670380,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:27.4671140,1.400209,-0.7994789,3.057834,0.02659508,350.9549,359.977,ShapeSortingCube 
Square,0,14:02:27.4671390,1.364576,-0.7231358,3.075705,355.3712,349.7745,356.5424,Square
Square (1),0,14:02:27.5835780,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:27.5836910,1.400144,-0.7994853,3.057857,0.0335171,350.9594,0.02024663,ShapeSortingCube 
Square,0,14:02:27.5837300,1.363125,-0.7242123,3.075757,355.1761,350.9698,358.1651,Square
Square (1),0,14:02:27.6953420,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:27.6954370,1.400039,-0.7993698,3.057757,359.9724,350.9594,0.110658,ShapeSortingCube 
Square,0,14:02:27.6954660,1.361623,-0.7294824,3.076287,356.8436,351.9041,353.2065,Square
Square (1),0,14:02:27.8281310,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:27.8282220,1.400194,-0.7994866,3.057831,0.02337512,350.956,-0.003228422,ShapeSortingCube 
Square,0,14:02:27.8282510,1.360245,-0.7946197,3.078454,356.9647,351.3927,351.3377,Square
Square (1),0,14:02:27.9396670,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:27.9397510,1.400198,-0.7994645,3.057888,0.06024234,350.9571,359.9825,ShapeSortingCube 
Square,0,14:02:27.9397780,1.357279,-0.8449757,3.080051,0.1740279,351.7551,0.6323999,Square
Square (1),0,14:02:28.0505950,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:28.0506710,1.400158,-0.7994642,3.0578,0.003636181,350.9563,0.02430295,ShapeSortingCube 
Square,0,14:02:28.0506960,1.35744,-0.8449767,3.079963,0.06345783,351.7916,0.3238331,Square
Square (1),0,14:02:28.1809540,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:28.1810330,1.400187,-0.7994849,3.057839,0.02787436,350.9563,0.001121315,ShapeSortingCube 
Square,0,14:02:28.1810630,1.357447,-0.8450004,3.079977,0.08069503,351.7886,0.3260062,Square
Square (1),0,14:02:28.3079680,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:28.3080490,1.400187,-0.7994849,3.057839,0.02787436,350.9563,0.001121315,ShapeSortingCube 
Square,0,14:02:28.3080790,1.357447,-0.8450004,3.079977,0.08069503,351.7886,0.3260062,Square
Square (1),0,14:02:28.4184540,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:28.4185330,1.400187,-0.7994849,3.057839,0.02787436,350.9563,0.001121315,ShapeSortingCube 
Square,0,14:02:28.4185600,1.357447,-0.8450004,3.079977,0.08069503,351.7886,0.3260062,Square
Square (1),0,14:02:28.5449850,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:28.5450660,1.400187,-0.7994849,3.057839,0.02787436,350.9563,0.001121315,ShapeSortingCube 
Square,0,14:02:28.5450930,1.357447,-0.8450004,3.079977,0.08069503,351.7886,0.3260062,Square
Square (1),0,14:02:28.6571940,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:28.6572990,1.400187,-0.7994849,3.057839,0.02787436,350.9563,0.001121315,ShapeSortingCube 
Square,0,14:02:28.6573300,1.357447,-0.8450004,3.079977,0.08069503,351.7886,0.3260062,Square
Square (1),0,14:02:28.7838820,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:28.7839760,1.400187,-0.7994849,3.057839,0.02787436,350.9563,0.001121315,ShapeSortingCube 
Square,0,14:02:28.7840070,1.357447,-0.8450004,3.079977,0.08069503,351.7886,0.3260062,Square
Square (1),0,14:02:28.8928820,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:28.8929620,1.400187,-0.7994849,3.057839,0.02787436,350.9563,0.001121315,ShapeSortingCube 
Square,0,14:02:28.8929910,1.357447,-0.8450004,3.079977,0.08069503,351.7886,0.3260062,Square
Square (1),0,14:02:29.0280750,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:29.0281750,1.400187,-0.7994849,3.057839,0.02787436,350.9563,0.001121315,ShapeSortingCube 
Square,0,14:02:29.0282080,1.357447,-0.8450004,3.079977,0.08069503,351.7886,0.3260062,Square
Square (1),0,14:02:29.1364610,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:29.1365370,1.400187,-0.7994849,3.057839,0.02787436,350.9563,0.001121315,ShapeSortingCube 
Square,0,14:02:29.1365660,1.357447,-0.8450004,3.079977,0.08069503,351.7886,0.3260062,Square
Square (1),0,14:02:29.2609860,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:29.2610760,1.400187,-0.7994849,3.057839,0.02787436,350.9563,0.001121315,ShapeSortingCube 
Square,0,14:02:29.2611090,1.357447,-0.8450004,3.079977,0.08069503,351.7886,0.3260062,Square
Square (1),0,14:02:29.3824280,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:29.3825140,1.400187,-0.7994849,3.057839,0.02787436,350.9563,0.001121315,ShapeSortingCube 
Square,0,14:02:29.3825460,1.357447,-0.8450004,3.079977,0.08069503,351.7886,0.3260062,Square
Square (1),0,14:02:29.5022360,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:29.5023120,1.400187,-0.7994849,3.057839,0.02787436,350.9563,0.001121315,ShapeSortingCube 
Square,0,14:02:29.5023950,1.357447,-0.8450004,3.079977,0.08069503,351.7886,0.3260062,Square
