Bone,Time,XPos,YPos,ZPos,XRot,YRot,ZRot
Right Controller,12:09:43.9832030,1.085787,-0.7876269,2.764878,354.5362,100.3105,356.9931
Left Controller,12:09:43.9936880,1.085857,-0.81336,3.077344,8.277155,93.65835,11.26464
Right Controller,12:09:43.9937540,1.085787,-0.7876269,2.764878,354.5362,100.3105,356.9931
Left Controller,12:09:43.9988250,1.085867,-0.8133712,3.077345,8.279922,93.65407,11.25592
Right Controller,12:09:43.9989650,1.085783,-0.7876141,2.76489,354.5312,100.3056,356.9899
Left Controller,12:09:44.0083710,1.085867,-0.8133712,3.077345,8.279922,93.65407,11.25592
Right Controller,12:09:44.0084640,1.085783,-0.7876141,2.76489,354.5312,100.3056,356.9899
Left Controller,12:09:44.0118220,1.08587,-0.8133972,3.077342,8.283852,93.64803,11.24322
Right Controller,12:09:44.0119370,1.085781,-0.7876076,2.764903,354.5283,100.3027,356.9906
Left Controller,12:09:44.0225640,1.08587,-0.8133972,3.077342,8.283852,93.64803,11.24322
Right Controller,12:09:44.0226690,1.085781,-0.7876076,2.764903,354.5283,100.3027,356.9906
Left Controller,12:09:44.0257400,1.085882,-0.8134291,3.077329,8.292925,93.64178,11.22887
Right Controller,12:09:44.0258420,1.085778,-0.7876037,2.76491,354.526,100.3005,356.9904
Left Controller,12:09:44.0370610,1.085882,-0.8134291,3.077329,8.292925,93.64178,11.22887
Right Controller,12:09:44.0371320,1.085778,-0.7876037,2.76491,354.526,100.3005,356.9904
Left Controller,12:09:44.0409650,1.085894,-0.813436,3.077326,8.297669,93.63967,11.22364
Right Controller,12:09:44.0410750,1.08577,-0.7875918,2.764902,354.5196,100.302,356.9868
Left Controller,12:09:44.0515360,1.085894,-0.813436,3.077326,8.297669,93.63967,11.22364
Right Controller,12:09:44.0516020,1.08577,-0.7875918,2.764902,354.5196,100.302,356.9868
Left Controller,12:09:44.0553200,1.085901,-0.8134248,3.077319,8.295553,93.64015,11.21941
Right Controller,12:09:44.0554080,1.085753,-0.7875656,2.764889,354.5074,100.3034,356.9808
Left Controller,12:09:44.0661640,1.085901,-0.8134248,3.077319,8.295553,93.64015,11.21941
Right Controller,12:09:44.0662520,1.085753,-0.7875656,2.764889,354.5074,100.3034,356.9808
Left Controller,12:09:44.0700460,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.0701440,1.08573,-0.7875385,2.764864,354.4949,100.3099,356.9746
Left Controller,12:09:44.0801530,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.0802240,1.08573,-0.7875385,2.764864,354.4949,100.3099,356.9746
Left Controller,12:09:44.0839710,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.0840630,1.085713,-0.7875285,2.764839,354.4902,100.3158,356.9676
Left Controller,12:09:44.0941550,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.0942180,1.085713,-0.7875285,2.764839,354.4902,100.3158,356.9676
Left Controller,12:09:44.0991130,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.0992290,1.085702,-0.7875201,2.764813,354.4863,100.3223,356.9613
Left Controller,12:09:44.1083540,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.1084270,1.085702,-0.7875201,2.764813,354.4863,100.3223,356.9613
Left Controller,12:09:44.1118160,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.1119170,1.085693,-0.7875109,2.764792,354.4822,100.329,356.9563
Left Controller,12:09:44.1224320,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.1225070,1.085693,-0.7875109,2.764792,354.4822,100.329,356.9563
Left Controller,12:09:44.1255230,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.1256340,1.085686,-0.787504,2.764768,354.4793,100.3356,356.9489
Left Controller,12:09:44.1365560,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.1366260,1.085686,-0.787504,2.764768,354.4793,100.3356,356.9489
Left Controller,12:09:44.1404540,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.1405570,1.085677,-0.7874963,2.764744,354.4771,100.3406,356.9433
Left Controller,12:09:44.1506140,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.1506810,1.085677,-0.7874963,2.764744,354.4771,100.3406,356.9433
Left Controller,12:09:44.1539200,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.1540090,1.085665,-0.7874793,2.764729,354.4697,100.3429,356.9413
Left Controller,12:09:44.1647340,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.1648120,1.085665,-0.7874793,2.764729,354.4697,100.3429,356.9413
Left Controller,12:09:44.1698700,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.1699670,1.085656,-0.7874616,2.76473,354.4608,100.3436,356.9429
Left Controller,12:09:44.1787720,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.1788520,1.085656,-0.7874616,2.76473,354.4608,100.3436,356.9429
Left Controller,12:09:44.1824630,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.1825780,1.08565,-0.7874574,2.764738,354.4567,100.342,356.9467
Left Controller,12:09:44.1928650,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.1929320,1.08565,-0.7874574,2.764738,354.4567,100.342,356.9467
Left Controller,12:09:44.1963430,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.1965180,1.085643,-0.7874585,2.764755,354.4545,100.3396,356.9542
Left Controller,12:09:44.2069650,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.2070440,1.085643,-0.7874585,2.764755,354.4545,100.3396,356.9542
Left Controller,12:09:44.2104180,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.2105230,1.085633,-0.7874488,2.764785,354.4478,100.3345,356.963
Left Controller,12:09:44.2208000,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.2208750,1.085633,-0.7874488,2.764785,354.4478,100.3345,356.963
Left Controller,12:09:44.2256740,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.2257730,1.085623,-0.7874362,2.764815,354.4407,100.3287,356.9698
Left Controller,12:09:44.2349280,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.2349960,1.085623,-0.7874362,2.764815,354.4407,100.3287,356.9698
Left Controller,12:09:44.2391990,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.2393430,1.085626,-0.7874318,2.764832,354.4355,100.3256,356.9749
Left Controller,12:09:44.2488560,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.2489300,1.085626,-0.7874318,2.764832,354.4355,100.3256,356.9749
Left Controller,12:09:44.2524070,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.2525430,1.085628,-0.7874323,2.764839,354.4327,100.3263,356.9795
Left Controller,12:09:44.2627950,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.2628700,1.085628,-0.7874323,2.764839,354.4327,100.3263,356.9795
Left Controller,12:09:44.2669080,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.2670110,1.085629,-0.7874351,2.764848,354.4317,100.3249,356.9815
Left Controller,12:09:44.2767290,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.2767980,1.085629,-0.7874351,2.764848,354.4317,100.3249,356.9815
Left Controller,12:09:44.2807890,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.2808810,1.085624,-0.7874336,2.764866,354.4281,100.3202,356.9808
Left Controller,12:09:44.2905150,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.2905780,1.085624,-0.7874336,2.764866,354.4281,100.3202,356.9808
Left Controller,12:09:44.2938440,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.2939550,1.085622,-0.7874321,2.764882,354.4245,100.3151,356.9811
Left Controller,12:09:44.3046770,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.3047490,1.085622,-0.7874321,2.764882,354.4245,100.3151,356.9811
Left Controller,12:09:44.3092640,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.3093770,1.085623,-0.7874358,2.764883,354.4235,100.3122,356.9822
Left Controller,12:09:44.3186860,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.3187580,1.085623,-0.7874358,2.764883,354.4235,100.3122,356.9822
Left Controller,12:09:44.3219330,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.3220390,1.085629,-0.787447,2.764869,354.4277,100.3159,356.9781
Left Controller,12:09:44.3329110,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.3329960,1.085629,-0.787447,2.764869,354.4277,100.3159,356.9781
Left Controller,12:09:44.3372020,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.3373380,1.085636,-0.7874584,2.764853,354.434,100.3206,356.972
Left Controller,12:09:44.3465720,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.3466420,1.085636,-0.7874584,2.764853,354.434,100.3206,356.972
Left Controller,12:09:44.3504760,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.3505810,1.085648,-0.7874899,2.764812,354.449,100.3353,356.9628
Left Controller,12:09:44.3603970,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.3604680,1.085648,-0.7874899,2.764812,354.449,100.3353,356.9628
Left Controller,12:09:44.3640450,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.3641720,1.085659,-0.7875038,2.764782,354.4568,100.3437,356.9568
Left Controller,12:09:44.3744000,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.3744670,1.085659,-0.7875038,2.764782,354.4568,100.3437,356.9568
Left Controller,12:09:44.3780700,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.3781600,1.085656,-0.78751,2.764737,354.4624,100.3532,356.9472
Left Controller,12:09:44.3883990,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.3884660,1.085656,-0.78751,2.764737,354.4624,100.3532,356.9472
Left Controller,12:09:44.3925370,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.3926440,1.085648,-0.787505,2.764695,354.4641,100.3578,356.933
Left Controller,12:09:44.4025460,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.4026420,1.085648,-0.787505,2.764695,354.4641,100.3578,356.933
Left Controller,12:09:44.4059690,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.4060550,1.08564,-0.787498,2.764678,354.464,100.3573,356.926
Left Controller,12:09:44.4166280,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.4166990,1.08564,-0.787498,2.764678,354.464,100.3573,356.926
Left Controller,12:09:44.4208610,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.4209780,1.085636,-0.7874925,2.764663,354.4653,100.356,356.9189
Left Controller,12:09:44.4303850,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.4304660,1.085636,-0.7874925,2.764663,354.4653,100.356,356.9189
Left Controller,12:09:44.4347660,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.4348630,1.08564,-0.7874917,2.764657,354.4658,100.3551,356.9167
Left Controller,12:09:44.4444060,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.4444790,1.08564,-0.7874917,2.764657,354.4658,100.3551,356.9167
Left Controller,12:09:44.4482230,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.4483380,1.085647,-0.7874928,2.764657,354.4661,100.3569,356.9195
Left Controller,12:09:44.4581140,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.4581990,1.085647,-0.7874928,2.764657,354.4661,100.3569,356.9195
Left Controller,12:09:44.4613980,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.4614920,1.085647,-0.7874914,2.764658,354.4641,100.3577,356.9242
Left Controller,12:09:44.4720970,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.4721780,1.085647,-0.7874914,2.764658,354.4641,100.3577,356.9242
Left Controller,12:09:44.4757670,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.4758700,1.085642,-0.7874887,2.764657,354.4615,100.3563,356.9278
Left Controller,12:09:44.4861880,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.4862650,1.085642,-0.7874887,2.764657,354.4615,100.3563,356.9278
Left Controller,12:09:44.4915040,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.4916050,1.085635,-0.7874871,2.764655,354.46,100.3568,356.9304
Left Controller,12:09:44.5001050,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.5001790,1.085635,-0.7874871,2.764655,354.46,100.3568,356.9304
Left Controller,12:09:44.5034480,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.5035470,1.085636,-0.7874887,2.764655,354.4597,100.3555,356.931
Left Controller,12:09:44.5139390,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.5140150,1.085636,-0.7874887,2.764655,354.4597,100.3555,356.931
Left Controller,12:09:44.5176870,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.5178120,1.085631,-0.787493,2.764653,354.4593,100.3545,356.933
Left Controller,12:09:44.5278090,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.5279010,1.085631,-0.787493,2.764653,354.4593,100.3545,356.933
Left Controller,12:09:44.5324010,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.5325090,1.085629,-0.7874911,2.764656,354.457,100.3532,356.9363
Left Controller,12:09:44.5418430,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.5419370,1.085629,-0.7874911,2.764656,354.457,100.3532,356.9363
Left Controller,12:09:44.5454900,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.5455910,1.08563,-0.7874844,2.764663,354.4525,100.349,356.9407
Left Controller,12:09:44.5556790,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.5557580,1.08563,-0.7874844,2.764663,354.4525,100.349,356.9407
Left Controller,12:09:44.5594330,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.5595270,1.085637,-0.7874833,2.764667,354.4514,100.3449,356.9439
Left Controller,12:09:44.5695610,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.5696440,1.085637,-0.7874833,2.764667,354.4514,100.3449,356.9439
Left Controller,12:09:44.5730540,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.5731410,1.085649,-0.7874888,2.76467,354.454,100.3431,356.9456
Left Controller,12:09:44.5835640,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.5836510,1.085649,-0.7874888,2.76467,354.454,100.3431,356.9456
Left Controller,12:09:44.5875370,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.5878150,1.085658,-0.7874914,2.764671,354.4549,100.342,356.9448
Left Controller,12:09:44.5976230,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.5977010,1.085658,-0.7874914,2.764671,354.4549,100.342,356.9448
Left Controller,12:09:44.6013130,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.6014260,1.085657,-0.7874919,2.764678,354.4546,100.34,356.945
Left Controller,12:09:44.6116100,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.6116900,1.085657,-0.7874919,2.764678,354.4546,100.34,356.945
Left Controller,12:09:44.6171990,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.6173060,1.08565,-0.7874969,2.764689,354.4548,100.336,356.9454
Left Controller,12:09:44.6254320,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.6254990,1.08565,-0.7874969,2.764689,354.4548,100.336,356.9454
Left Controller,12:09:44.6295640,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.6296770,1.085653,-0.7875028,2.764695,354.4561,100.3343,356.9464
Left Controller,12:09:44.6393950,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.6394700,1.085653,-0.7875028,2.764695,354.4561,100.3343,356.9464
Left Controller,12:09:44.6426750,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.6427690,1.085648,-0.7874998,2.7647,354.4533,100.3325,356.9477
Left Controller,12:09:44.6533750,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.6534510,1.085648,-0.7874998,2.7647,354.4533,100.3325,356.9477
Left Controller,12:09:44.6568080,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.6568990,1.085639,-0.7874851,2.764706,354.4455,100.3284,356.949
Left Controller,12:09:44.6672810,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.6673550,1.085639,-0.7874851,2.764706,354.4455,100.3284,356.949
Left Controller,12:09:44.6714280,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.6715370,1.085633,-0.7874748,2.764707,354.4396,100.3266,356.9495
Left Controller,12:09:44.6811060,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.6811800,1.085633,-0.7874748,2.764707,354.4396,100.3266,356.9495
Left Controller,12:09:44.6850160,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.6851140,1.085625,-0.7874608,2.764706,354.4325,100.3252,356.948
Left Controller,12:09:44.6954300,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.6955130,1.085625,-0.7874608,2.764706,354.4325,100.3252,356.948
Left Controller,12:09:44.6998120,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.6999050,1.085619,-0.787446,2.764702,354.4265,100.325,356.9456
Left Controller,12:09:44.7090140,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.7090850,1.085619,-0.787446,2.764702,354.4265,100.325,356.9456
Left Controller,12:09:44.7125830,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.7126890,1.085613,-0.7874306,2.764699,354.421,100.326,356.9446
Left Controller,12:09:44.7228380,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.7229180,1.085613,-0.7874306,2.764699,354.421,100.326,356.9446
Left Controller,12:09:44.7259750,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.7260830,1.08561,-0.7874198,2.764694,354.4193,100.3287,356.9395
Left Controller,12:09:44.7370040,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.7370830,1.08561,-0.7874198,2.764694,354.4193,100.3287,356.9395
Left Controller,12:09:44.7410020,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.7411010,1.085611,-0.7874118,2.764688,354.4188,100.3319,356.9365
Left Controller,12:09:44.7506430,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.7507150,1.085611,-0.7874118,2.764688,354.4188,100.3319,356.9365
Left Controller,12:09:44.7549580,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.7550640,1.085608,-0.7873924,2.764683,354.413,100.3363,356.9343
Left Controller,12:09:44.7647210,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.7648180,1.085608,-0.7873924,2.764683,354.413,100.3363,356.9343
Left Controller,12:09:44.7684820,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.7685740,1.085606,-0.7873732,2.76468,354.4067,100.3391,356.9333
Left Controller,12:09:44.7787030,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.7787850,1.085606,-0.7873732,2.76468,354.4067,100.3391,356.9333
Left Controller,12:09:44.7825570,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.7826490,1.085603,-0.7873598,2.76469,354.403,100.3385,356.933
Left Controller,12:09:44.7925080,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.7925830,1.085603,-0.7873598,2.76469,354.403,100.3385,356.933
Left Controller,12:09:44.7958930,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.7959880,1.0856,-0.7873545,2.764696,354.4013,100.338,356.9355
Left Controller,12:09:44.8066080,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.8066870,1.0856,-0.7873545,2.764696,354.4013,100.338,356.9355
Left Controller,12:09:44.8116470,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.8117530,1.085587,-0.7873371,2.764706,354.3932,100.3361,356.9405
Left Controller,12:09:44.8205630,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.8206410,1.085587,-0.7873371,2.764706,354.3932,100.3361,356.9405
Left Controller,12:09:44.8238580,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.8239550,1.085565,-0.7873086,2.764723,354.3807,100.3272,356.9402
Left Controller,12:09:44.8344280,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.8345080,1.085565,-0.7873086,2.764723,354.3807,100.3272,356.9402
Left Controller,12:09:44.8388210,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.8389190,1.085545,-0.7872787,2.764744,354.3654,100.3158,356.9331
Left Controller,12:09:44.8483390,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.8484140,1.085545,-0.7872787,2.764744,354.3654,100.3158,356.9331
Left Controller,12:09:44.8519220,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.8520990,1.085536,-0.7872576,2.764765,354.3534,100.3054,356.9272
Left Controller,12:09:44.8622740,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.8623460,1.085536,-0.7872576,2.764765,354.3534,100.3054,356.9272
Left Controller,12:09:44.8666470,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.8668220,1.085527,-0.7872351,2.764785,354.3397,100.2977,356.9271
Left Controller,12:09:44.8761810,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.8762520,1.085527,-0.7872351,2.764785,354.3397,100.2977,356.9271
Left Controller,12:09:44.8801210,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.8802160,1.085513,-0.7872141,2.764816,354.3256,100.2801,356.9284
Left Controller,12:09:44.8899410,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.8900150,1.085513,-0.7872141,2.764816,354.3256,100.2801,356.9284
Left Controller,12:09:44.8933810,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.8934740,1.0855,-0.78719,2.764843,354.3097,100.2674,356.9275
Left Controller,12:09:44.9040040,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.9040740,1.0855,-0.78719,2.764843,354.3097,100.2674,356.9275
Left Controller,12:09:44.9075070,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.9076010,1.085492,-0.787169,2.764867,354.2966,100.267,356.9381
Left Controller,12:09:44.9179200,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.9179900,1.085492,-0.787169,2.764867,354.2966,100.267,356.9381
Left Controller,12:09:44.9210530,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.9211490,1.085479,-0.7871428,2.764897,354.279,100.2625,356.9486
Left Controller,12:09:44.9320080,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.9321100,1.085479,-0.7871428,2.764897,354.279,100.2625,356.9486
Left Controller,12:09:44.9365540,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.9366490,1.085457,-0.7871141,2.76493,354.262,100.2493,356.952
Left Controller,12:09:44.9458050,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.9458780,1.085457,-0.7871141,2.76493,354.262,100.2493,356.952
Left Controller,12:09:44.9495920,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.9496960,1.085433,-0.787089,2.764962,354.246,100.2375,356.9598
Left Controller,12:09:44.9596000,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.9596760,1.085433,-0.787089,2.764962,354.246,100.2375,356.9598
Left Controller,12:09:44.9627540,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.9628620,1.085421,-0.7870907,2.764976,354.2431,100.2303,356.962
Left Controller,12:09:44.9736690,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.9737430,1.085421,-0.7870907,2.764976,354.2431,100.2303,356.962
Left Controller,12:09:44.9773430,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.9774260,1.085418,-0.7871084,2.76497,354.2491,100.2293,356.9548
Left Controller,12:09:44.9878230,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.9878990,1.085418,-0.7871084,2.76497,354.2491,100.2293,356.9548
Left Controller,12:09:44.9917010,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:44.9917930,1.085415,-0.787116,2.764965,354.2503,100.2277,356.9477
Left Controller,12:09:45.0018310,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.0019100,1.085415,-0.787116,2.764965,354.2503,100.2277,356.9477
Left Controller,12:09:45.0054920,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.0055860,1.085413,-0.7871134,2.764956,354.2416,100.2209,356.9392
